1	2022-11-14 20:34:55.962713+00	Drug.NewDrugAdded	{"drugId": "drug_1", "canonicalName": "drug 1"}	{"authorName": "aleksander manuylov"}	drug_1
2	2022-11-14 20:41:01.450522+00	Drug.NewDrugAdded	{"drugId": "drug_2", "canonicalName": "drug 2"}	{"authorName": "aleksander manuylov"}	drug_2
3	2022-11-14 20:41:05.364638+00	Drug.NewDrugAdded	{"drugId": "drug_3", "canonicalName": "drug 3"}	{"authorName": "aleksander manuylov"}	drug_3
4	2022-11-14 20:41:09.029721+00	Drug.NewDrugAdded	{"drugId": "drug_4", "canonicalName": "drug 4"}	{"authorName": "aleksander manuylov"}	drug_4
5	2022-11-14 20:41:13.661604+00	Drug.NewDrugAdded	{"drugId": "drug_5", "canonicalName": "drug 5"}	{"authorName": "aleksander manuylov"}	drug_5
6	2022-11-14 20:41:17.87702+00	Drug.NewDrugAdded	{"drugId": "drug_6", "canonicalName": "drug 6"}	{"authorName": "aleksander manuylov"}	drug_6
7	2022-11-14 20:41:21.809903+00	Drug.NewDrugAdded	{"drugId": "drug_7", "canonicalName": "drug 7"}	{"authorName": "aleksander manuylov"}	drug_7
8	2022-11-14 20:41:25.446122+00	Drug.NewDrugAdded	{"drugId": "drug_8", "canonicalName": "drug 8"}	{"authorName": "aleksander manuylov"}	drug_8
9	2022-11-14 20:41:30.801604+00	Drug.NewDrugAdded	{"drugId": "drug_9", "canonicalName": "drug 9"}	{"authorName": "aleksander manuylov"}	drug_9
10	2022-11-14 20:41:35.781888+00	Drug.NewDrugAdded	{"drugId": "drug_10", "canonicalName": "drug 10"}	{"authorName": "aleksander manuylov"}	drug_10
11	2022-11-14 20:41:39.552504+00	Drug.NewDrugAdded	{"drugId": "drug_11", "canonicalName": "drug 11"}	{"authorName": "aleksander manuylov"}	drug_11
12	2022-11-14 20:41:43.026313+00	Drug.NewDrugAdded	{"drugId": "drug_12", "canonicalName": "drug 12"}	{"authorName": "aleksander manuylov"}	drug_12
13	2022-11-14 20:41:46.755025+00	Drug.NewDrugAdded	{"drugId": "drug_13", "canonicalName": "drug 13"}	{"authorName": "aleksander manuylov"}	drug_13
14	2022-11-14 20:41:50.099315+00	Drug.NewDrugAdded	{"drugId": "drug_14", "canonicalName": "drug 14"}	{"authorName": "aleksander manuylov"}	drug_14
15	2022-11-14 20:41:53.780508+00	Drug.NewDrugAdded	{"drugId": "drug_15", "canonicalName": "drug 15"}	{"authorName": "aleksander manuylov"}	drug_15
16	2022-11-14 20:41:58.081997+00	Drug.NewDrugAdded	{"drugId": "drug_16", "canonicalName": "drug 16"}	{"authorName": "aleksander manuylov"}	drug_16
17	2022-11-14 20:42:01.796332+00	Drug.NewDrugAdded	{"drugId": "drug_17", "canonicalName": "drug 17"}	{"authorName": "aleksander manuylov"}	drug_17
18	2022-11-14 20:42:08.219799+00	Drug.NewDrugAdded	{"drugId": "drug_18", "canonicalName": "drug 18"}	{"authorName": "aleksander manuylov"}	drug_18
19	2022-11-14 20:42:12.076344+00	Drug.NewDrugAdded	{"drugId": "drug_19", "canonicalName": "drug 19"}	{"authorName": "aleksander manuylov"}	drug_19
20	2022-11-14 20:42:16.609867+00	Drug.NewDrugAdded	{"drugId": "drug_20", "canonicalName": "drug 20"}	{"authorName": "aleksander manuylov"}	drug_20
21	2022-11-14 20:42:57.317661+00	Surgery.NewSurgeryAdded	{"identity": "surgery_1", "canonicalName": "surgery 1"}	{"authorName": "aleksander manuylov"}	surgery_1
22	2022-11-14 20:43:31.964717+00	Surgery.NewSurgeryAdded	{"identity": "surgery_2", "canonicalName": "surgery 2"}	{"authorName": "aleksander manuylov"}	surgery_2
23	2022-11-14 20:43:36.110369+00	Surgery.NewSurgeryAdded	{"identity": "surgery_3", "canonicalName": "surgery 3"}	{"authorName": "aleksander manuylov"}	surgery_3
24	2022-11-14 20:43:40.451366+00	Surgery.NewSurgeryAdded	{"identity": "surgery_4", "canonicalName": "surgery 4"}	{"authorName": "aleksander manuylov"}	surgery_4
25	2022-11-14 20:43:45.327751+00	Surgery.NewSurgeryAdded	{"identity": "surgery_5", "canonicalName": "surgery 5"}	{"authorName": "aleksander manuylov"}	surgery_5
26	2022-11-14 20:43:49.522206+00	Surgery.NewSurgeryAdded	{"identity": "surgery_6", "canonicalName": "surgery 6"}	{"authorName": "aleksander manuylov"}	surgery_6
27	2022-11-14 20:43:53.292463+00	Surgery.NewSurgeryAdded	{"identity": "surgery_7", "canonicalName": "surgery 7"}	{"authorName": "aleksander manuylov"}	surgery_7
28	2022-11-14 20:43:58.054277+00	Surgery.NewSurgeryAdded	{"identity": "surgery_8", "canonicalName": "surgery 8"}	{"authorName": "aleksander manuylov"}	surgery_8
29	2022-11-14 20:44:01.910722+00	Surgery.NewSurgeryAdded	{"identity": "surgery_9", "canonicalName": "surgery 9"}	{"authorName": "aleksander manuylov"}	surgery_9
30	2022-11-14 20:44:05.959952+00	Surgery.NewSurgeryAdded	{"identity": "surgery_10", "canonicalName": "surgery 10"}	{"authorName": "aleksander manuylov"}	surgery_10
31	2022-11-14 20:44:15.920203+00	Placebo.NewPlaceboAdded	{"identity": "placebo_1", "canonicalName": "placebo 1"}	{"authorName": "aleksander manuylov"}	placebo_1
32	2022-11-14 20:44:35.223695+00	Placebo.NewPlaceboAdded	{"identity": "placebo_2", "canonicalName": "placebo 2"}	{"authorName": "aleksander manuylov"}	placebo_2
33	2022-11-14 20:44:39.338626+00	Placebo.NewPlaceboAdded	{"identity": "placebo_3", "canonicalName": "placebo 3"}	{"authorName": "aleksander manuylov"}	placebo_3
34	2022-11-14 20:44:43.214286+00	Placebo.NewPlaceboAdded	{"identity": "placebo_4", "canonicalName": "placebo 4"}	{"authorName": "aleksander manuylov"}	placebo_4
35	2022-11-14 20:44:47.95199+00	Placebo.NewPlaceboAdded	{"identity": "placebo_5", "canonicalName": "placebo 5"}	{"authorName": "aleksander manuylov"}	placebo_5
36	2022-11-14 20:44:52.323976+00	Placebo.NewPlaceboAdded	{"identity": "placebo_6", "canonicalName": "placebo 6"}	{"authorName": "aleksander manuylov"}	placebo_6
37	2022-11-14 20:44:56.819456+00	Placebo.NewPlaceboAdded	{"identity": "placebo_7", "canonicalName": "placebo 7"}	{"authorName": "aleksander manuylov"}	placebo_7
38	2022-11-14 20:45:00.603434+00	Placebo.NewPlaceboAdded	{"identity": "placebo_8", "canonicalName": "placebo 8"}	{"authorName": "aleksander manuylov"}	placebo_8
39	2022-11-14 20:45:04.960799+00	Placebo.NewPlaceboAdded	{"identity": "placebo_9", "canonicalName": "placebo 9"}	{"authorName": "aleksander manuylov"}	placebo_9
40	2022-11-14 20:45:09.65117+00	Placebo.NewPlaceboAdded	{"identity": "placebo_10", "canonicalName": "placebo 10"}	{"authorName": "aleksander manuylov"}	placebo_10
41	2022-11-14 20:45:23.02805+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_1", "canonicalName": "radiotherapy 1"}	{"authorName": "aleksander manuylov"}	radiotherapy_1
42	2022-11-14 20:45:42.27437+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_2", "canonicalName": "radiotherapy 2"}	{"authorName": "aleksander manuylov"}	radiotherapy_2
43	2022-11-14 20:45:46.999707+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_3", "canonicalName": "radiotherapy 3"}	{"authorName": "aleksander manuylov"}	radiotherapy_3
44	2022-11-14 20:45:50.795755+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_4", "canonicalName": "radiotherapy 4"}	{"authorName": "aleksander manuylov"}	radiotherapy_4
45	2022-11-14 20:45:54.892127+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_5", "canonicalName": "radiotherapy 5"}	{"authorName": "aleksander manuylov"}	radiotherapy_5
46	2022-11-14 20:45:58.301691+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_6", "canonicalName": "radiotherapy 6"}	{"authorName": "aleksander manuylov"}	radiotherapy_6
47	2022-11-14 20:46:03.49179+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_7", "canonicalName": "radiotherapy 7"}	{"authorName": "aleksander manuylov"}	radiotherapy_7
48	2022-11-14 20:46:07.431363+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_8", "canonicalName": "radiotherapy 8"}	{"authorName": "aleksander manuylov"}	radiotherapy_8
49	2022-11-14 20:46:12.664219+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_9", "canonicalName": "radiotherapy 9"}	{"authorName": "aleksander manuylov"}	radiotherapy_9
50	2022-11-14 20:46:16.600795+00	Radiotherapy.NewRadiotherapyAdded	{"identity": "radiotherapy_10", "canonicalName": "radiotherapy 10"}	{"authorName": "aleksander manuylov"}	radiotherapy_10
51	2022-11-14 20:49:28.140039+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_1", "therapyClassId": "therapy_tree"}	{"authorName": "aleksander manuylov"}	drug_1
52	2022-11-14 20:51:04.82597+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_3", "therapyClassId": "therapy_subtree_2"}	{"authorName": "aleksander manuylov"}	drug_3
53	2022-11-14 20:51:45.317699+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_4", "therapyClassId": "therapy_subtree_1"}	{"authorName": "aleksander manuylov"}	drug_4
54	2022-11-14 20:52:15.546611+00	Drug.DrugDescriptionChanged	{"drugId": "drug_4", "description": "Descr"}	{"authorName": "aleksander manuylov"}	drug_4
55	2022-11-14 20:52:55.951992+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_6", "therapyClassId": "therapy_subtree_2"}	{"authorName": "aleksander manuylov"}	drug_6
56	2022-11-14 20:47:36.43783+00	TherapyClass.NewAdded	{"identity": "therapy_tree", "superClassId": null, "canonicalName": "therapy_tree", "artifactClassType": "TherapyClass"}	{"authorName": "aleksander manuylov"}	therapy_tree
57	2022-11-14 20:48:06.203895+00	TherapyClass.NewAdded	{"identity": "therapy_subtree_1", "superClassId": "therapy_tree", "canonicalName": "therapy_subtree_1", "artifactClassType": "TherapyClass"}	{"authorName": "aleksander manuylov"}	therapy_subtree_1
58	2022-11-14 20:48:11.925653+00	TherapyClass.NewAdded	{"identity": "therapy_subtree_2", "superClassId": "therapy_tree", "canonicalName": "therapy_subtree_2", "artifactClassType": "TherapyClass"}	{"authorName": "aleksander manuylov"}	therapy_subtree_2
59	2022-11-14 20:55:36.760727+00	TherapyClass.NewAdded	{"identity": "surgery_tree", "superClassId": null, "canonicalName": "surgery_tree", "artifactClassType": "SurgeryClass"}	{"authorName": "aleksander manuylov"}	surgery_tree
60	2022-11-14 20:56:00.014054+00	TherapyClass.NewAdded	{"identity": "surgery_subtree_2", "superClassId": "surgery_tree", "canonicalName": "surgery_subtree_2", "artifactClassType": "SurgeryClass"}	{"authorName": "aleksander manuylov"}	surgery_subtree_2
61	2022-11-14 20:57:04.915007+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_1", "parentClassId": "surgery_sub_subtree"}	{"authorName": "aleksander manuylov"}	surgery_1
62	2022-11-14 20:57:26.311109+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_3", "parentClassId": "surgery_subtree_1"}	{"authorName": "aleksander manuylov"}	surgery_3
63	2022-11-14 20:57:42.013398+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_4", "parentClassId": "surgery_sub_subtree"}	{"authorName": "aleksander manuylov"}	surgery_4
64	2022-11-14 20:58:00.999528+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_6", "parentClassId": "surgery_subtree_2"}	{"authorName": "aleksander manuylov"}	surgery_6
65	2022-11-14 20:58:11.049973+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_9", "parentClassId": "surgery_tree"}	{"authorName": "aleksander manuylov"}	surgery_9
66	2022-11-14 20:58:21.175395+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_8", "parentClassId": "surgery_sub_subtree"}	{"authorName": "aleksander manuylov"}	surgery_8
67	2022-11-14 20:50:06.458842+00	Drug.DrugAlternativeNamesChanged	{"drugId": "drug_1", "alternativeNames": ["synonym drug 1"]}	{"authorName": "aleksander manuylov"}	drug_1
68	2022-11-14 20:50:25.550064+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_2", "therapyClassId": "therapy_subtree_1"}	{"authorName": "aleksander manuylov"}	drug_2
69	2022-11-14 20:50:51.889237+00	Drug.DrugDescriptionChanged	{"drugId": "drug_3", "description": "Some description"}	{"authorName": "aleksander manuylov"}	drug_3
70	2022-11-14 20:52:01.035442+00	Drug.DrugAlternativeNamesChanged	{"drugId": "drug_4", "alternativeNames": ["Drug 4 synonym"]}	{"authorName": "aleksander manuylov"}	drug_4
71	2022-11-14 20:52:32.322722+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_5", "therapyClassId": "therapy_subtree_2"}	{"authorName": "aleksander manuylov"}	drug_5
72	2022-11-14 20:53:14.303331+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_7", "therapyClassId": "therapy_sub_subtree"}	{"authorName": "aleksander manuylov"}	drug_7
73	2022-11-14 20:53:29.776514+00	Drug.DrugTherapyClassChanged	{"drugId": "drug_8", "therapyClassId": "therapy_sub_subtree"}	{"authorName": "aleksander manuylov"}	drug_8
74	2022-11-14 20:55:55.227291+00	TherapyClass.NewAdded	{"identity": "surgery_subtree_1", "superClassId": "surgery_tree", "canonicalName": "surgery_subtree_1", "artifactClassType": "SurgeryClass"}	{"authorName": "aleksander manuylov"}	surgery_subtree_1
75	2022-11-14 20:48:47.092351+00	TherapyClass.NewAdded	{"identity": "therapy_sub_subtree", "superClassId": "therapy_subtree_1", "canonicalName": "therapy_sub_subtree", "artifactClassType": "TherapyClass"}	{"authorName": "aleksander manuylov"}	therapy_sub_subtree
76	2022-11-14 20:56:33.261274+00	TherapyClass.NewAdded	{"identity": "surgery_sub_subtree", "superClassId": "surgery_subtree_1", "canonicalName": "surgery_sub_subtree", "artifactClassType": "SurgeryClass"}	{"authorName": "aleksander manuylov"}	surgery_sub_subtree
77	2022-11-14 20:57:17.035375+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_2", "parentClassId": "surgery_subtree_1"}	{"authorName": "aleksander manuylov"}	surgery_2
78	2022-11-14 20:57:52.149881+00	Surgery.SurgeryParentClassChanged	{"identity": "surgery_5", "parentClassId": "surgery_subtree_2"}	{"authorName": "aleksander manuylov"}	surgery_5
79	2022-11-14 20:59:27.395133+00	TherapyClass.NewAdded	{"identity": "placebo_tree", "superClassId": null, "canonicalName": "placebo_tree", "artifactClassType": "PlaceboClass"}	{"authorName": "aleksander manuylov"}	placebo_tree
80	2022-11-14 20:59:43.742422+00	Placebo.PlaceboParentClassChanged	{"identity": "placebo_5", "parentClassId": "placebo_tree"}	{"authorName": "aleksander manuylov"}	placebo_5
81	2022-11-14 21:00:46.285783+00	TherapyClass.NewAdded	{"identity": "radiotherapy_tree", "superClassId": null, "canonicalName": "radiotherapy_tree", "artifactClassType": "RadiotherapyClass"}	{"authorName": "aleksander manuylov"}	radiotherapy_tree
82	2022-11-14 21:01:08.551372+00	TherapyClass.NewAdded	{"identity": "radiotherapy_subtree", "superClassId": "radiotherapy_tree", "canonicalName": "radiotherapy_subtree", "artifactClassType": "RadiotherapyClass"}	{"authorName": "aleksander manuylov"}	radiotherapy_subtree
83	2022-11-14 21:01:26.917706+00	TherapyClass.NewAdded	{"identity": "rsub_subtree_1", "superClassId": "radiotherapy_subtree", "canonicalName": "rsub_subtree_1", "artifactClassType": "RadiotherapyClass"}	{"authorName": "aleksander manuylov"}	rsub_subtree_1
84	2022-11-14 21:01:31.374842+00	TherapyClass.NewAdded	{"identity": "rsub_subtree_2", "superClassId": "radiotherapy_subtree", "canonicalName": "rsub_subtree_2", "artifactClassType": "RadiotherapyClass"}	{"authorName": "aleksander manuylov"}	rsub_subtree_2
85	2022-11-14 21:02:09.596635+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_1", "parentClassId": "radiotherapy_tree"}	{"authorName": "aleksander manuylov"}	radiotherapy_1
86	2022-11-14 21:02:17.149496+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_2", "parentClassId": "rsub_subtree_1"}	{"authorName": "aleksander manuylov"}	radiotherapy_2
87	2022-11-14 21:02:26.338693+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_3", "parentClassId": "rsub_subtree_1"}	{"authorName": "aleksander manuylov"}	radiotherapy_3
88	2022-11-14 21:02:32.918341+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_4", "parentClassId": "rsub_subtree_1"}	{"authorName": "aleksander manuylov"}	radiotherapy_4
89	2022-11-14 21:02:41.447651+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_5", "parentClassId": "rsub_subtree_2"}	{"authorName": "aleksander manuylov"}	radiotherapy_5
90	2022-11-14 21:02:50.921193+00	Radiotherapy.RadiotherapyParentClassChanged	{"identity": "radiotherapy_7", "parentClassId": "radiotherapy_subtree"}	{"authorName": "aleksander manuylov"}	radiotherapy_7
91	2022-11-14 21:04:25.585356+00	TreatmentOption.NewTreatmentOptionAdded	{"identity": "to--drug_1_-plus-_drug_3_-plus-_drug_5--etcbmoau", "components": [{"type": "Drug", "identity": "drug_1"}, {"type": "Drug", "identity": "drug_3"}, {"type": "Drug", "identity": "drug_5"}], "canonicalName": "drug 1 + drug 3 + drug 5", "relationToComponents": "HAS_PART"}	{"authorName": "aleksander manuylov"}	to--drug_1_-plus-_drug_3_-plus-_drug_5--etcbmoau
92	2022-11-14 21:05:13.837714+00	TreatmentOption.NewTreatmentOptionAdded	{"identity": "to--drug_13_-plus-_drug_6--etcaxwyg", "components": [{"type": "Drug", "identity": "drug_13"}, {"type": "Drug", "identity": "drug_6"}], "canonicalName": "drug 13 + drug 6", "relationToComponents": "HAS_PART"}	{"authorName": "aleksander manuylov"}	to--drug_13_-plus-_drug_6--etcaxwyg
93	2022-11-14 21:05:42.313214+00	TreatmentOption.NewTreatmentOptionAdded	{"identity": "to--drug_1_-plus-_drug_3_-plus-_drug_5_-plus-_drug_11--etcooqyn", "components": [{"type": "TreatmentOption", "identity": "to--drug_1_-plus-_drug_3_-plus-_drug_5--etcbmoau"}, {"type": "Drug", "identity": "drug_11"}], "canonicalName": "drug 1 + drug 3 + drug 5 + drug 11", "relationToComponents": "HAS_PART"}	{"authorName": "aleksander manuylov"}	to--drug_1_-plus-_drug_3_-plus-_drug_5_-plus-_drug_11--etcooqyn
94	2022-11-14 21:07:55.381646+00	TreatmentOption.NewTreatmentOptionAdded	{"identity": "to--surgery_3_-plus-_placebo_4--etckvcgq", "components": [{"type": "Surgery", "identity": "surgery_3"}, {"type": "Placebo", "identity": "placebo_4"}], "canonicalName": "surgery 3 + placebo 4", "relationToComponents": "HAS_PART"}	{"authorName": "aleksander manuylov"}	to--surgery_3_-plus-_placebo_4--etckvcgq
